Description,Year,Population,Count or Estimate,State or County Release
"Moore County, NC",2017,97376,Estimate,County
"Moore County, NC",2018,98961,Estimate,County
"Moore County, NC",2019,101167,Estimate,County
"Moore County, NC",2020,103352,Estimate,County
"Nash County, NC",2015,93855,Estimate,County
"Nash County, NC",2016,94060,Estimate,County
"Nash County, NC",2017,94095,Estimate,County
"Nash County, NC",2018,94161,Estimate,County
"Nash County, NC",2019,94258,Estimate,County
"Nash County, NC",2020,94859,Estimate,County
"New Hanover County, NC",2015,219619,Estimate,County
"New Hanover County, NC",2016,224922,Estimate,County
"New Hanover County, NC",2017,228863,Estimate,County
"New Hanover County, NC",2018,232566,Estimate,County
"New Hanover County, NC",2019,234275,Estimate,County
"New Hanover County, NC",2020,236613,Estimate,County
"Northampton County, NC",2015,20539,Estimate,County
"Northampton County, NC",2016,20135,Estimate,County
"Northampton County, NC",2017,19898,Estimate,County
"Northampton County, NC",2018,19741,Estimate,County
"Northampton County, NC",2019,19498,Estimate,County
"Northampton County, NC",2020,19088,Estimate,County
"Onslow County, NC",2015,193402,Estimate,County
"Onslow County, NC",2016,192745,Estimate,County
"Onslow County, NC",2017,195332,Estimate,County
"Onslow County, NC",2018,197069,Estimate,County
"Onslow County, NC",2019,202795,Estimate,County
"Onslow County, NC",2020,203943,Estimate,County
"Orange County, NC",2015,141449,Estimate,County
"Orange County, NC",2016,142849,Estimate,County
"Orange County, NC",2017,143624,Estimate,County
"Orange County, NC",2018,148029,Estimate,County
"Orange County, NC",2019,148192,Estimate,County
"Orange County, NC",2020,149077,Estimate,County
"Pamlico County, NC",2015,12739,Estimate,County
"Pamlico County, NC",2016,12771,Estimate,County
"Pamlico County, NC",2017,12631,Estimate,County
"Pamlico County, NC",2018,12600,Estimate,County
"Pamlico County, NC",2019,12650,Estimate,County
"Pamlico County, NC",2020,12715,Estimate,County
"Pasquotank County, NC",2015,39433,Estimate,County
"Pasquotank County, NC",2016,39418,Estimate,County
"Pasquotank County, NC",2017,39420,Estimate,County
"Pasquotank County, NC",2018,39693,Estimate,County
"Pasquotank County, NC",2019,39970,Estimate,County
"Pasquotank County, NC",2020,40372,Estimate,County
"Pender County, NC",2015,57463,Estimate,County
"Pender County, NC",2016,58829,Estimate,County
"Pender County, NC",2017,60787,Estimate,County
"Pender County, NC",2018,62121,Estimate,County
"Pender County, NC",2019,63046,Estimate,County
"Pender County, NC",2020,64671,Estimate,County
"Perquimans County, NC",2015,13474,Estimate,County
"Perquimans County, NC",2016,13425,Estimate,County
"Perquimans County, NC",2017,13464,Estimate,County
"Perquimans County, NC",2018,13427,Estimate,County
"Perquimans County, NC",2019,13578,Estimate,County
"Perquimans County, NC",2020,13667,Estimate,County
"Person County, NC",2015,39214,Estimate,County
"Person County, NC",2016,39315,Estimate,County
"Person County, NC",2017,39412,Estimate,County
"Person County, NC",2018,39533,Estimate,County
"Person County, NC",2019,39621,Estimate,County
"Person County, NC",2020,39925,Estimate,County
"Pitt County, NC",2015,176178,Estimate,County
"Pitt County, NC",2016,177291,Estimate,County
"Pitt County, NC",2017,178661,Estimate,County
"Pitt County, NC",2018,179673,Estimate,County
"Pitt County, NC",2019,181257,Estimate,County
"Pitt County, NC",2020,182924,Estimate,County
"Polk County, NC",2015,20417,Estimate,County
"Polk County, NC",2016,20418,Estimate,County
"Polk County, NC",2017,20567,Estimate,County
"Polk County, NC",2018,20673,Estimate,County
"Polk County, NC",2019,20723,Estimate,County
"Polk County, NC",2020,21030,Estimate,County
"Randolph County, NC",2015,142560,Estimate,County
"Randolph County, NC",2016,143070,Estimate,County
"Randolph County, NC",2017,143000,Estimate,County
"Randolph County, NC",2018,143176,Estimate,County
"Randolph County, NC",2019,143495,Estimate,County
"Randolph County, NC",2020,144557,Estimate,County
"Richmond County, NC",2015,45427,Estimate,County
"Richmond County, NC",2016,45034,Estimate,County
"Richmond County, NC",2017,44786,Estimate,County
"Richmond County, NC",2018,44881,Estimate,County
"Richmond County, NC",2019,44764,Estimate,County
"Richmond County, NC",2020,44332,Estimate,County
"Robeson County, NC",2015,134446,Estimate,County
"Robeson County, NC",2016,133344,Estimate,County
"Robeson County, NC",2017,132606,Estimate,County
"Robeson County, NC",2018,131890,Estimate,County
"Robeson County, NC",2019,130440,Estimate,County
"Robeson County, NC",2020,129999,Estimate,County
"Rockingham County, NC",2015,91697,Estimate,County
"Rockingham County, NC",2016,91326,Estimate,County
"Rockingham County, NC",2017,90844,Estimate,County
"Rockingham County, NC",2018,90680,Estimate,County
"Rockingham County, NC",2019,91118,Estimate,County
"Rockingham County, NC",2020,91285,Estimate,County
"Rowan County, NC",2015,138520,Estimate,County
"Rowan County, NC",2016,139417,Estimate,County
"Rowan County, NC",2017,140289,Estimate,County
"Rowan County, NC",2018,140870,Estimate,County
"Rowan County, NC",2019,141818,Estimate,County
"Rowan County, NC",2020,142495,Estimate,County
"Rutherford County, NC",2015,66408,Estimate,County
"Rutherford County, NC",2016,66318,Estimate,County
"Rutherford County, NC",2017,66558,Estimate,County
"Rutherford County, NC",2018,66721,Estimate,County
"Rutherford County, NC",2019,67031,Estimate,County
"Rutherford County, NC",2020,67076,Estimate,County
"Sampson County, NC",2015,63562,Estimate,County
"Sampson County, NC",2016,63200,Estimate,County
"Sampson County, NC",2017,63188,Estimate,County
"Sampson County, NC",2018,63277,Estimate,County
"Sampson County, NC",2019,63372,Estimate,County
"Sampson County, NC",2020,63382,Estimate,County
"Scotland County, NC",2015,35333,Estimate,County
"Scotland County, NC",2016,35315,Estimate,County
"Scotland County, NC",2017,35178,Estimate,County
"Scotland County, NC",2018,34701,Estimate,County
"Scotland County, NC",2019,34776,Estimate,County
"Scotland County, NC",2020,34637,Estimate,County
"Stanly County, NC",2015,60624,Estimate,County
"Stanly County, NC",2016,60829,Estimate,County
"Stanly County, NC",2017,61458,Estimate,County
"Stanly County, NC",2018,62077,Estimate,County
"Stanly County, NC",2019,62645,Estimate,County
"Stanly County, NC",2020,63239,Estimate,County
"Stokes County, NC",2015,46143,Estimate,County
"Stokes County, NC",2016,45895,Estimate,County
"Stokes County, NC",2017,45710,Estimate,County
"Stokes County, NC",2018,45459,Estimate,County
"Stokes County, NC",2019,45634,Estimate,County
"Stokes County, NC",2020,45743,Estimate,County
"Surry County, NC",2015,71990,Estimate,County
"Surry County, NC",2016,72024,Estimate,County
"Surry County, NC",2017,72114,Estimate,County
"Surry County, NC",2018,71957,Estimate,County
"Surry County, NC",2019,71741,Estimate,County
"Surry County, NC",2020,71683,Estimate,County
"Swain County, NC",2015,14325,Estimate,County
"Swain County, NC",2016,14189,Estimate,County
"Swain County, NC",2017,14268,Estimate,County
"Swain County, NC",2018,14259,Estimate,County
"Swain County, NC",2019,14312,Estimate,County
"Swain County, NC",2020,14179,Estimate,County
"Transylvania County, NC",2015,33185,Estimate,County
"Transylvania County, NC",2016,33433,Estimate,County
"Transylvania County, NC",2017,33812,Estimate,County
"Transylvania County, NC",2018,34182,Estimate,County
"Transylvania County, NC",2019,34270,Estimate,County
"Transylvania County, NC",2020,34498,Estimate,County
"Tyrrell County, NC",2015,4137,Estimate,County
"Tyrrell County, NC",2016,4017,Estimate,County
"Tyrrell County, NC",2017,4172,Estimate,County
"Tyrrell County, NC",2018,4113,Estimate,County
"Tyrrell County, NC",2019,3813,Estimate,County
"Tyrrell County, NC",2020,3774,Estimate,County
"Union County, NC",2015,222051,Estimate,County
"Union County, NC",2016,226501,Estimate,County
"Union County, NC",2017,231525,Estimate,County
"Union County, NC",2018,236217,Estimate,County
"Union County, NC",2019,240028,Estimate,County
"Union County, NC",2020,244562,Estimate,County
"Vance County, NC",2015,44477,Estimate,County
"Vance County, NC",2016,44558,Estimate,County
"Vance County, NC",2017,44387,Estimate,County
"Vance County, NC",2018,44735,Estimate,County
"Vance County, NC",2019,44670,Estimate,County
"Vance County, NC",2020,44718,Estimate,County
"Wake County, NC",2015,1022871,Estimate,County
"Wake County, NC",2016,1048933,Estimate,County
"Wake County, NC",2017,1072463,Estimate,County
"Wake County, NC",2018,1092202,Estimate,County
"Wake County, NC",2019,1112795,Estimate,County
"Wake County, NC",2020,1132271,Estimate,County
"Warren County, NC",2015,20190,Estimate,County
"Warren County, NC",2016,19874,Estimate,County
"Warren County, NC",2017,19829,Estimate,County
"Warren County, NC",2018,19815,Estimate,County
"Warren County, NC",2019,19692,Estimate,County
"Warren County, NC",2020,19522,Estimate,County
"Washington County, NC",2015,12251,Estimate,County
"Washington County, NC",2016,12081,Estimate,County
"Washington County, NC",2017,11947,Estimate,County
"Washington County, NC",2018,11793,Estimate,County
"Washington County, NC",2019,11635,Estimate,County
"Washington County, NC",2020,11485,Estimate,County
"Watauga County, NC",2015,53129,Estimate,County
"Watauga County, NC",2016,54176,Estimate,County
"Watauga County, NC",2017,55250,Estimate,County
"Watauga County, NC",2018,56205,Estimate,County
"Watauga County, NC",2019,56271,Estimate,County
"Watauga County, NC",2020,56441,Estimate,County
"Wayne County, NC",2015,124400,Estimate,County
"Wayne County, NC",2016,124368,Estimate,County
"Wayne County, NC",2017,123201,Estimate,County
"Wayne County, NC",2018,123483,Estimate,County
"Wayne County, NC",2019,123904,Estimate,County
"Wayne County, NC",2020,123967,Estimate,County
"Wilkes County, NC",2015,68302,Estimate,County
"Wilkes County, NC",2016,68573,Estimate,County
"Wilkes County, NC",2017,68461,Estimate,County
"Wilkes County, NC",2018,68481,Estimate,County
"Wilkes County, NC",2019,68296,Estimate,County
"Wilkes County, NC",2020,68043,Estimate,County
"Wilson County, NC",2015,81228,Estimate,County
"Wilson County, NC",2016,81298,Estimate,County
"Wilson County, NC",2017,81446,Estimate,County
"Wilson County, NC",2018,81396,Estimate,County
"Wilson County, NC",2019,81775,Estimate,County
"Wilson County, NC",2020,81979,Estimate,County
"Yadkin County, NC",2015,37630,Estimate,County
"Yadkin County, NC",2016,37650,Estimate,County
"Yadkin County, NC",2017,37599,Estimate,County
"Yadkin County, NC",2018,37456,Estimate,County
"Yadkin County, NC",2019,37617,Estimate,County
"Yadkin County, NC",2020,37625,Estimate,County
"Yancey County, NC",2015,17550,Estimate,County
"Yancey County, NC",2016,17590,Estimate,County
"Yancey County, NC",2017,17709,Estimate,County
"Yancey County, NC",2018,17893,Estimate,County
"Yancey County, NC",2019,18059,Estimate,County
"Yancey County, NC",2020,18099,Estimate,County
North Dakota,2015,755537,Estimate,County
North Dakota,2016,756114,Estimate,County
North Dakota,2017,756755,Estimate,County
North Dakota,2018,760062,Estimate,County
North Dakota,2019,763724,Estimate,County
North Dakota,2020,765309,Estimate,County
"Adams County, ND",2015,2396,Estimate,County
"Adams County, ND",2016,2339,Estimate,County
"Adams County, ND",2017,2329,Estimate,County
"Adams County, ND",2018,2272,Estimate,County
"Adams County, ND",2019,2227,Estimate,County
"Adams County, ND",2020,2188,Estimate,County
"Barnes County, ND",2015,11017,Estimate,County
"Barnes County, ND",2016,10910,Estimate,County
"Barnes County, ND",2017,10694,Estimate,County
"Barnes County, ND",2018,10540,Estimate,County
"Barnes County, ND",2019,10414,Estimate,County
"Barnes County, ND",2020,10402,Estimate,County
"Benson County, ND",2015,6822,Estimate,County
"Benson County, ND",2016,6848,Estimate,County
"Benson County, ND",2017,6920,Estimate,County
"Benson County, ND",2018,6934,Estimate,County
"Benson County, ND",2019,6837,Estimate,County
"Benson County, ND",2020,6762,Estimate,County
"Billings County, ND",2015,950,Estimate,County
"Billings County, ND",2016,950,Estimate,County
"Billings County, ND",2017,924,Estimate,County
"Billings County, ND",2018,923,Estimate,County
"Billings County, ND",2019,937,Estimate,County
"Billings County, ND",2020,890,Estimate,County
"Bottineau County, ND",2015,6742,Estimate,County
"Bottineau County, ND",2016,6582,Estimate,County
"Bottineau County, ND",2017,6531,Estimate,County
"Bottineau County, ND",2018,6398,Estimate,County
"Bottineau County, ND",2019,6292,Estimate,County
"Bottineau County, ND",2020,6287,Estimate,County
"Bowman County, ND",2015,3276,Estimate,County
"Bowman County, ND",2016,3222,Estimate,County
"Bowman County, ND",2017,3149,Estimate,County
"Bowman County, ND",2018,3061,Estimate,County
"Bowman County, ND",2019,3036,Estimate,County
"Bowman County, ND",2020,2986,Estimate,County
"Burke County, ND",2015,2346,Estimate,County
"Burke County, ND",2016,2226,Estimate,County
"Burke County, ND",2017,2136,Estimate,County
"Burke County, ND",2018,2100,Estimate,County
"Burke County, ND",2019,2131,Estimate,County
"Burke County, ND",2020,2118,Estimate,County
"Burleigh County, ND",2015,93284,Estimate,County
"Burleigh County, ND",2016,94642,Estimate,County
"Burleigh County, ND",2017,95343,Estimate,County
"Burleigh County, ND",2018,95530,Estimate,County
"Burleigh County, ND",2019,95816,Estimate,County
"Burleigh County, ND",2020,96212,Estimate,County
"Cass County, ND",2015,171028,Estimate,County
"Cass County, ND",2016,174562,Estimate,County
"Cass County, ND",2017,178122,Estimate,County
"Cass County, ND",2018,180861,Estimate,County
"Cass County, ND",2019,182238,Estimate,County
"Cass County, ND",2020,183904,Estimate,County
"Cavalier County, ND",2015,3824,Estimate,County
"Cavalier County, ND",2016,3815,Estimate,County
"Cavalier County, ND",2017,3787,Estimate,County
"Cavalier County, ND",2018,3797,Estimate,County
"Cavalier County, ND",2019,3734,Estimate,County
"Cavalier County, ND",2020,3713,Estimate,County
"Dickey County, ND",2015,5052,Estimate,County
"Dickey County, ND",2016,4995,Estimate,County
"Dickey County, ND",2017,4834,Estimate,County
"Dickey County, ND",2018,4899,Estimate,County
"Dickey County, ND",2019,4851,Estimate,County
"Dickey County, ND",2020,4705,Estimate,County
"Divide County, ND",2015,2457,Estimate,County
"Divide County, ND",2016,2389,Estimate,County
"Divide County, ND",2017,2287,Estimate,County
"Divide County, ND",2018,2249,Estimate,County
"Divide County, ND",2019,2244,Estimate,County
"Divide County, ND",2020,2277,Estimate,County
"Dunn County, ND",2015,4576,Estimate,County
"Dunn County, ND",2016,4364,Estimate,County
"Dunn County, ND",2017,4268,Estimate,County
"Dunn County, ND",2018,4302,Estimate,County
"Dunn County, ND",2019,4412,Estimate,County
"Dunn County, ND",2020,4465,Estimate,County
"Eddy County, ND",2015,2304,Estimate,County
"Eddy County, ND",2016,2299,Estimate,County
"Eddy County, ND",2017,2315,Estimate,County
"Eddy County, ND",2018,2274,Estimate,County
"Eddy County, ND",2019,2241,Estimate,County
"Eddy County, ND",2020,2179,Estimate,County
"Emmons County, ND",2015,3397,Estimate,County
"Emmons County, ND",2016,3330,Estimate,County
"Emmons County, ND",2017,3297,Estimate,County
"Emmons County, ND",2018,3261,Estimate,County
"Emmons County, ND",2019,3235,Estimate,County
"Emmons County, ND",2020,3187,Estimate,County
"Foster County, ND",2015,3325,Estimate,County
"Foster County, ND",2016,3308,Estimate,County
"Foster County, ND",2017,3251,Estimate,County
"Foster County, ND",2018,3212,Estimate,County
"Foster County, ND",2019,3217,Estimate,County
"Foster County, ND",2020,3165,Estimate,County
"Golden Valley County, ND",2015,1881,Estimate,County
"Golden Valley County, ND",2016,1863,Estimate,County
"Golden Valley County, ND",2017,1780,Estimate,County
